,person_age,person_income,person_emp_length,loan_amnt,cb_person_default_on_file,cb_person_cred_hist_length,other_payments,percent_of_income,loan_status
1450,23,27000,4.0,6400,0,2,9052,0.35658569199910856,no
1451,23,20400,2.0,1200,0,2,18907,0.8037508372404555,no
1454,23,27000,0.0,1000,1,3,12419,0.06858240175570948,yes
1456,22,27600,5.0,1200,0,2,2621,0.04804035389727371,yes
1457,22,28000,0.0,1200,0,3,21773,0.19270916974466035,yes
1458,22,27000,3.0,10800,0,3,26999,10800.0,no
1459,21,30000,2.0,1200,0,3,9058,0.05730111737178875,yes
1461,22,27000,0.0,7750,0,3,14235,0.6071288679984332,no
1462,26,30000,2.0,1200,0,4,14342,0.07663814024779665,yes
1463,22,31200,2.0,1200,0,4,11521,0.06097870826769653,yes
1464,23,31500,7.0,1200,0,2,12309,0.06252931061435048,yes
1465,24,32400,0.0,1200,1,2,9466,0.05232406034708293,yes
1467,22,27000,3.0,6000,0,4,26118,6.802721088435374,no
1468,23,33000,3.0,1200,0,2,10656,0.05370569280343716,yes
1469,21,34000,5.0,1200,0,4,19689,0.08385158269862343,yes
1470,26,34000,0.0,1200,0,3,1385,0.03679288670856968,yes
1471,22,34560,2.0,1200,0,4,22209,0.09715812484819043,yes
1472,22,29004,0.0,1200,1,4,17511,0.10441138084051162,yes
1473,26,27000,2.0,3025,0,2,8918,0.16729344099104082,yes
1474,23,36000,7.0,1200,1,4,16700,0.06217616580310881,yes
1475,24,36000,5.0,1200,0,2,18721,0.0694484634527461,yes
1476,23,36000,0.0,1200,0,3,20487,0.07735447689035004,yes
1477,21,40000,5.0,1200,0,4,8915,0.03860382821296445,yes
1478,22,34000,0.0,1200,1,4,21401,0.09524565441701723,yes
1479,25,40000,5.0,1200,0,4,4771,0.034062845950779186,yes
1480,25,43000,9.0,1200,0,2,12569,0.03943347244586113,yes
1482,24,27000,7.0,10000,0,2,8389,0.5373166406963623,no
1483,24,27000,9.0,9475,0,3,1971,0.37856086939150585,no
1484,22,44664,5.0,1200,1,3,17777,0.04463123442555882,yes
1485,23,39000,2.0,1200,0,2,16102,0.0524063236963927,yes
1486,25,48000,4.0,1200,0,4,18815,0.041117012163782767,yes
1487,22,27000,1.0,12000,0,3,3777,0.516729104766826,no
1488,22,27000,2.0,5000,0,4,2656,0.20538941833716726,no
1489,25,55000,3.0,1200,0,4,19706,0.03400011333371111,yes
1490,23,58000,4.0,1200,0,4,6293,0.023207689481114742,yes
1491,23,58700,8.0,1200,0,4,7922,0.023632281696797826,yes
1492,24,27000,1.0,7500,0,2,1557,0.29477655936799907,no
1493,25,60000,0.0,1200,0,3,13330,0.025712449110777802,yes
1494,23,60000,7.0,1200,0,3,8225,0.02317720907774022,yes
1495,22,100000,3.0,1200,0,2,24279,0.01584765124602158,yes
1496,24,9600,3.0,1300,0,2,7817,0.7291082445316882,no
1497,26,41000,1.0,1300,0,4,16941,0.05403383349266387,yes
1498,24,45000,5.0,1300,1,4,18517,0.04908809424914096,yes
1499,26,50000,10.0,1300,0,3,28023,0.05915275060290304,yes
1500,22,54000,4.0,1300,1,2,25725,0.04597701149425287,yes
1501,25,27048,9.0,8000,1,2,1602,0.3143912599229741,no
1502,24,64000,8.0,1300,0,3,16541,0.027392064729556038,yes
1503,25,89000,4.0,1300,0,4,5685,0.015603432755206145,yes
1504,25,24000,0.0,1325,1,2,14604,0.14101745423584505,yes
1505,24,26000,2.0,1325,0,4,22617,0.39166420336979013,no
1506,24,44400,0.0,1325,0,4,20350,0.0550935550935551,yes
1507,26,27138,10.0,2750,0,2,16660,0.26245466692116814,no
1508,25,51500,5.0,1325,0,3,17319,0.03876422573944589,yes
1509,21,23004,5.0,1350,0,2,1575,0.06299874002519949,yes
1510,25,42000,0.0,1350,0,2,28381,0.09912622072105147,yes
1511,22,69600,6.0,1350,0,3,7546,0.021755245431398458,yes
1513,22,27302,6.0,3725,0,2,15833,0.3247885604673468,no
1514,23,14650,0.0,1400,1,3,11354,0.42475728155339804,no
1515,23,27350,5.0,1925,0,3,9951,0.1106385424449681,yes
1516,24,27360,5.0,8000,0,3,18688,0.922509225092251,no
1517,24,27442,8.0,5175,0,4,1045,0.19604500511421752,yes
1519,24,30000,4.0,1400,1,4,29020,1.4285714285714286,no
1520,25,30000,4.0,1400,0,2,1309,0.048795789620438464,yes
1521,23,27500,7.0,6300,0,3,3649,0.26413986834933545,no
1522,22,33000,1.0,1400,1,4,23848,0.15297202797202797,yes
1523,26,40000,1.0,1400,0,3,3564,0.038423537161049515,yes
1524,26,40044,1.0,1400,0,4,9064,0.045190445448676564,yes
1525,21,27568,0.0,3500,0,4,14184,0.2615062761506276,no
1526,26,35652,5.0,1400,0,4,11228,0.05732066819521782,yes
1528,24,27600,1.0,2000,1,2,20413,0.2782802281897871,no
1530,24,27600,8.0,7000,0,4,5326,0.3142677561282212,no
1531,23,42000,7.0,1400,0,4,29532,0.1122874558870709,yes
1532,25,27600,1.0,11500,0,4,13461,0.8133531367140533,no
1533,22,27600,6.0,8400,0,3,15413,0.6892590465249856,no
1534,24,27600,5.0,6000,1,2,8481,0.3138239447669857,no
1535,24,125000,1.0,1400,1,4,6879,0.01185225319799189,yes
1538,23,30000,1.0,1450,0,4,18237,0.12326787384170705,yes
1539,24,47000,0.0,1450,0,4,29318,0.08200429815631716,yes
1541,26,55560,5.0,1450,0,3,13201,0.03423121414575415,yes
1542,22,101000,0.0,1475,0,3,9109,0.016051626383432546,yes
1543,24,27000,1.0,1500,1,4,23867,0.47877433769549954,no
1544,22,27040,0.0,1500,0,2,17190,0.15228426395939088,yes
1546,23,28000,7.0,1500,1,4,9534,0.08123036932741254,yes
1547,24,27600,2.0,10000,0,2,17022,0.9453582907922102,no
1548,22,28500,1.0,1500,0,4,10432,0.08301970334292672,yes
1549,22,27600,0.0,9600,0,3,6736,0.4601226993865031,no
1550,23,27600,0.0,1200,1,3,16912,0.1122754491017964,yes
1551,24,28596,5.0,1500,0,4,28485,13.513513513513514,no
1552,23,28800,0.0,1500,0,3,4769,0.06241937497399193,yes
1553,23,30000,1.0,1500,0,3,28685,1.1406844106463878,no
1554,21,30000,0.0,1500,0,3,29763,6.329113924050633,no
1556,24,30000,2.0,1500,1,4,27069,0.5117707267144319,no
1557,25,30000,0.0,1500,1,3,3609,0.05683755825849721,yes
1558,26,30000,0.0,1500,1,3,25065,0.303951367781155,no
1559,21,30000,0.0,1500,0,2,10081,0.07530498519001957,yes
1560,23,31000,1.0,1500,0,3,26459,0.33032371724289805,no
1561,26,27983,7.0,6000,0,3,13702,0.4201386457530985,yes
1562,25,31200,9.0,1500,0,2,8062,0.06482842077966981,yes
1563,25,31500,2.0,1500,0,4,8280,0.06459948320413436,yes
1564,25,32000,2.0,1500,0,4,22710,0.16146393972012918,yes
1565,23,27996,1.0,4800,1,2,20440,0.6352567496029645,no
1566,25,32000,1.0,1500,0,3,13129,0.07948704361189127,yes
1567,24,32000,1.0,1500,1,4,11914,0.07467888081250622,yes
1568,24,32304,8.0,1500,0,3,15738,0.09054690329590728,yes
1569,25,33000,5.0,1500,0,4,22179,0.1386193512614361,yes
1571,23,27996,1.0,4200,1,4,20131,0.5340114431023522,no
1572,23,27996,2.0,9250,0,2,23895,2.255547427456718,no
1574,22,27996,4.0,5500,0,2,14421,0.40515653775322286,no
1575,26,33600,6.0,1500,0,4,3584,0.04997334754797441,yes
1576,23,33996,1.0,1500,0,4,23162,0.13845301827579842,yes
1577,25,34942,7.0,1500,0,4,7828,0.05532197388802833,yes
1578,21,35000,3.0,1500,0,2,17131,0.0839442610106889,yes
1579,25,35000,1.0,1500,0,4,11715,0.06441915396177797,yes
1580,23,35000,6.0,1500,0,3,25039,0.15058729043268748,yes
1581,21,27996,5.0,10000,0,4,22123,1.7027073046143368,no
1582,24,35000,9.0,1500,0,3,27725,0.20618556701030927,no
1583,23,29004,7.0,1500,1,2,17571,0.13119916032537393,yes
1584,24,36000,2.0,1500,0,2,22719,0.112943302462164,yes
1585,24,36000,5.0,1500,0,3,16374,0.07642922653622745,yes
1586,22,28000,1.0,12300,0,2,6081,0.561156987088827,no
1587,21,36000,0.0,1500,0,4,29805,0.24213075060532688,no
1588,24,30996,0.0,1500,1,2,13567,0.08606345745596419,yes
1589,22,38000,2.0,1500,1,2,5307,0.04588138133545407,yes
1591,23,28000,7.0,9500,0,2,21752,1.5204865556978233,no
1592,23,28000,5.0,2500,0,2,9247,0.1333120034127873,yes
1593,23,38000,4.0,1500,0,3,2664,0.0424496264432873,yes
1594,23,28000,6.0,7000,0,4,25712,3.0594405594405596,no
1595,24,39000,8.0,1500,1,3,7754,0.04800614478653267,yes
1596,25,33996,8.0,1500,0,4,26294,0.19475460919241755,yes
1597,23,40000,7.0,1500,1,2,24061,0.09410878976096368,yes
1598,21,28000,2.0,1000,1,4,12008,0.06253126563281641,yes
1599,22,28000,6.0,10000,0,3,12435,0.6424670735624799,no
1600,24,34000,3.0,1500,0,2,9671,0.061654815241070325,yes
1601,21,40000,5.0,1500,0,4,25960,0.10683760683760683,yes
1602,23,40000,0.0,1500,0,2,14864,0.05967536600891152,yes
1603,22,34980,3.0,1500,1,4,22844,0.12359920896506263,yes
1604,26,28000,8.0,4500,0,2,11962,0.28058361391694725,no
1605,23,28000,2.0,8400,0,2,20884,1.1804384485666104,no
1606,21,41004,5.0,1500,0,3,16444,0.061074918566775244,yes
1607,21,42000,5.0,1500,0,3,24293,0.08471226068786356,yes
1608,22,36000,0.0,1500,1,4,20097,0.09432182607055273,yes
1609,23,42000,3.0,1500,0,2,13212,0.05210504376823676,yes
1610,25,42769,3.0,1500,0,3,4445,0.03913996451309884,yes
1611,23,28000,5.0,4000,0,4,7749,0.1975211100686386,yes
1612,23,44400,0.0,1500,0,2,23721,0.07253735673872044,yes
1613,22,28000,5.0,8500,0,2,12318,0.5420227011860732,no
1614,24,39000,3.0,1500,0,3,9911,0.05156588401113823,yes
1615,23,28000,4.0,5225,0,2,16325,0.4475374732334047,no
1616,23,45000,0.0,1500,0,4,13347,0.04738887309259786,yes
1617,26,45000,3.0,1500,0,3,11145,0.044306601683650866,yes
1618,25,48000,2.0,1500,0,3,22260,0.05827505827505827,yes
1619,26,42000,1.0,1500,1,3,17923,0.06230012044689953,yes
1620,22,42500,0.0,1500,1,4,2484,0.03748500599760096,yes
1621,24,48720,2.0,1500,1,2,16467,0.04650730164635848,yes
1622,24,50000,1.0,1500,0,2,21660,0.0529287226534933,yes
1623,24,50400,8.0,1500,0,4,23851,0.05649930317526084,yes
1624,25,50500,0.0,1500,0,3,23618,0.055799419686035266,yes
1626,26,51996,10.0,1500,1,4,17818,0.04388788109310082,yes
1627,25,28000,4.0,12200,0,4,12201,0.7722007722007722,no
1628,22,28000,1.0,10750,0,2,15983,0.8945660314554381,no
1629,21,52000,5.0,1500,0,3,29771,0.06747941877727293,yes
1630,24,54000,8.0,1500,1,2,2686,0.029231788595704876,yes
1631,25,28000,3.0,5000,0,2,23993,1.2478163214374844,no
1632,26,28000,5.0,4000,0,3,15557,0.32146588443301455,yes
1633,23,54000,7.0,1500,0,3,18964,0.04281310651900902,yes
1634,25,28000,9.0,4000,0,2,14884,0.3049710277523635,no
1635,26,54000,1.0,1500,1,4,18264,0.04197447951645399,yes
1636,24,28000,0.0,9000,0,3,15525,0.7214428857715431,no
1637,26,55400,1.0,1500,0,4,5138,0.029843619434164977,yes
1638,25,57000,9.0,1500,0,3,10053,0.03195092338168573,yes
1639,21,51000,0.0,1500,1,4,7506,0.034487515519381985,yes
1640,22,57160,2.0,1500,0,3,10434,0.03210204168985147,yes
1641,24,57996,2.0,1500,0,4,3277,0.027412781666331622,yes
1642,22,58000,6.0,1500,0,2,15721,0.0354786064003406,yes
1643,22,60000,6.0,1500,1,2,18931,0.036523898804451047,yes
1644,25,63000,0.0,1500,0,4,2392,0.024749208025343188,yes
1646,22,71000,6.0,1500,0,3,23418,0.03152452608129124,yes
1647,24,69764,2.0,1500,1,4,4841,0.023104292777598078,yes
1648,25,28176,3.0,1000,0,4,8731,0.05142710208279763,yes
1650,26,96000,4.0,1500,1,2,14877,0.018490440442291336,yes
1651,23,155004,4.0,1500,0,3,21282,0.0112173015659353,yes
1657,21,15360,0.0,1600,0,2,8366,0.22876751501286818,no
1658,22,21600,6.0,1600,1,4,16843,0.3363464368299348,no
1659,24,28500,4.0,3500,0,3,14630,0.25234318673395817,no
1660,23,22800,0.0,1600,0,2,15708,0.22560631697687536,no
1662,21,28500,0.0,4800,0,3,17950,0.4549763033175355,no
1663,22,28500,1.0,8500,0,4,22331,1.3778570270708381,no
1665,23,28800,1.0,1675,1,2,10664,0.09235774150860168,yes
1666,23,46300,0.0,1675,0,3,4950,0.04050785973397823,yes
1667,24,60000,0.0,1675,0,4,23136,0.04543728298611111,yes
1668,21,28596,3.0,2000,0,4,25245,0.5968367651447329,no
1669,23,17688,0.0,1700,0,3,8449,0.184002597683732,yes
1671,23,28644,2.0,10000,0,2,14359,0.7000350017500875,no
1672,23,45000,2.0,1700,0,2,24587,0.08328026257776906,yes
1673,21,28692,5.0,3000,0,2,14387,0.20971688220901782,no
1676,26,28800,8.0,6000,0,3,9410,0.30943785456420836,yes
1678,22,28800,6.0,8875,0,3,25721,2.8824293601818773,no
1681,26,28800,2.0,5150,0,2,9230,0.2631578947368421,no
1683,23,17000,0.0,1750,0,3,12580,0.39592760180995473,no
1684,26,22000,2.0,1750,0,3,11479,0.16633399866932802,yes
1685,23,22800,3.0,1750,1,2,17856,0.35396440129449835,no
1686,26,96000,2.0,1750,0,2,26358,0.02512851440222854,yes
1687,23,22800,5.0,1775,0,4,9770,0.13622409823484266,yes
1688,21,40000,0.0,1775,0,3,26428,0.13078396699086353,yes
1689,23,45000,0.0,1775,1,2,7652,0.04752597193959516,yes
1690,24,28800,8.0,1400,0,3,6357,0.062380252194448156,yes
1691,24,14400,3.0,1800,0,3,7275,0.25263157894736843,no
1692,23,28800,6.0,5000,0,3,13408,0.32484407484407485,no
1693,24,28800,6.0,6075,0,2,19938,0.6855111712931619,no
1694,24,28800,1.0,3500,0,4,2007,0.13063113499794723,yes
1695,21,18000,5.0,1800,0,3,14357,0.4940982706560527,no
1697,26,18000,1.0,1800,1,3,4844,0.13681970203709334,yes
1700,22,28800,0.0,11500,0,3,23098,2.0168361978253246,no
1701,22,28800,2.0,10000,0,2,21824,1.43348623853211,no
1703,21,28800,0.0,5000,0,3,18509,0.48586143231950246,no
1704,22,28800,2.0,10000,0,4,14584,0.7034327518289252,no
1706,23,28800,0.0,6000,0,2,27102,3.5335689045936394,no
1707,24,24000,0.0,1800,0,2,3527,0.0879206760123089,yes
1708,23,25000,2.0,1800,0,3,7883,0.10515861424315008,yes
1710,22,28800,2.0,2000,0,2,27417,1.4461315979754157,no
1711,25,28000,0.0,1800,0,3,22627,0.33500837520938026,no
1712,22,45000,4.0,1800,0,4,29472,0.11591962905718702,yes
1713,25,45000,2.0,1800,1,4,11161,0.05319306126067555,yes
1714,23,28800,2.0,3000,0,4,22675,0.4897959183673469,no
1715,23,28800,7.0,8400,0,3,22594,1.353528843055108,no
1716,26,45000,5.0,1800,1,2,10068,0.05152868430092752,yes
1717,24,28800,8.0,6000,0,2,1648,0.22097819681791397,no
1718,22,45336,6.0,1800,0,3,23022,0.08066684592632428,yes
1719,23,48000,4.0,1800,0,4,15736,0.05578973468881726,yes
1720,21,48000,1.0,1800,1,2,14655,0.05398110661268556,yes
1721,23,50960,7.0,1800,0,2,4985,0.03915171288743882,yes
1722,21,28800,2.0,5500,1,2,6611,0.2478705664969129,no
1723,22,57000,0.0,1800,0,3,25319,0.05681638837157918,yes
1724,22,58000,3.0,1800,0,2,29805,0.06384110657918071,yes
1725,22,71004,6.0,1800,0,4,17103,0.03339455668725998,yes
1726,22,73000,1.0,1800,0,3,23907,0.036665105004786834,yes
1727,26,75000,1.0,1800,0,2,14129,0.029570731547042105,yes
1728,24,75000,5.0,1800,0,4,13915,0.029467135958091185,yes
1730,21,14400,2.0,1825,0,2,7149,0.25168942214866913,no
1732,25,19200,0.0,1825,1,2,16135,0.5954323001631321,no
1733,25,28800,9.0,6250,0,2,21832,0.8969575200918485,no
1734,24,35000,4.0,1850,0,2,9205,0.07171932545066874,yes
1735,21,13200,2.0,1875,0,3,2936,0.18267731878409976,yes
1737,26,19392,7.0,1900,1,3,10213,0.20699422595053926,yes
1739,24,32000,5.0,1900,1,2,17357,0.12975483166017893,yes
1740,23,30000,0.0,1925,0,2,11597,0.10460251046025104,yes
1741,25,42000,4.0,1925,0,4,27632,0.133978285077951,yes
1742,23,16800,0.0,1950,0,2,10412,0.3052598622417032,no
1743,22,28880,4.0,2000,0,3,5989,0.0873705823249312,yes
1744,24,31200,3.0,1950,1,4,29501,1.1477339611536197,no
1745,24,28900,2.0,5500,1,2,4665,0.22694450175366207,no
1746,24,28932,4.0,10000,1,2,17404,0.8674531575294934,no
1748,23,28989,0.0,10000,0,2,9378,0.509917903217582,no
1752,23,29000,5.0,11500,0,4,25860,3.662420382165605,no
1753,24,14400,4.0,2000,0,4,4237,0.1967922857423989,yes
1755,21,29000,0.0,4200,0,3,11555,0.2407566638005159,no
1759,26,29000,10.0,7200,0,4,17700,0.6371681415929203,no
1760,26,14400,2.0,2000,0,4,6307,0.24712714691708884,no
1766,25,18000,4.0,2000,0,4,12935,0.39486673247778875,no
1767,23,18000,2.0,2000,0,3,3683,0.13969406998672906,yes
1768,21,18000,1.0,2000,0,3,6183,0.16924769400016926,yes
1770,22,19176,3.0,2000,1,2,7673,0.1738676866904286,yes
1771,24,29000,1.0,20000,0,3,8984,0.9992006394884093,no
1773,23,19200,2.0,2000,0,4,17655,1.2944983818770226,no
1774,26,19200,3.0,2000,0,4,4834,0.13921759710427398,yes
1775,22,19728,5.0,2000,0,2,17587,0.9341429238673518,no
1776,21,20000,0.0,2000,0,3,17377,0.7624857033930614,no
1777,26,20004,2.0,2000,0,3,14690,0.3763643206624012,no
1778,23,29004,2.0,6000,0,2,19859,0.6560962274466922,no
1779,22,29004,3.0,5000,0,4,12066,0.295194237808478,no
1780,22,29004,6.0,2500,0,3,16572,0.2010939510939511,no
1782,23,29004,1.0,2000,1,3,26012,0.6684491978609626,no
1783,21,21600,0.0,2000,0,2,7167,0.13857132959190743,yes
1784,22,21600,1.0,2000,0,2,17321,0.46739892498247254,no
1785,23,22000,1.0,2000,0,2,12281,0.20578248791027884,no
1786,22,22000,0.0,2000,0,3,10631,0.1759169671914856,yes
1787,23,22004,8.0,2000,0,3,17678,0.4623208506703652,no
1788,21,23040,3.0,2000,1,2,22162,2.277904328018223,no
1789,22,23587,4.0,2000,0,4,23465,16.39344262295082,no
1790,24,24000,8.0,2000,0,3,5485,0.10802052389954091,yes
1792,25,24000,4.0,2000,0,2,20792,0.6234413965087282,no
1794,23,29120,0.0,6400,0,4,2633,0.24162796843734663,no
1796,22,29124,0.0,8875,1,3,21457,1.1575583670275205,no
1797,25,24000,0.0,2000,0,4,1430,0.08861320336730173,yes
1798,23,24000,0.0,2000,1,2,22042,1.0214504596527068,no
1799,22,24000,1.0,2000,1,4,20810,0.6269592476489029,no
1801,24,29200,6.0,2500,0,2,20369,0.2830936473785528,no
1802,24,29232,1.0,11000,0,4,10276,0.580291200675248,no
1803,21,24000,5.0,2000,0,4,7454,0.12087513598452798,yes
1804,25,29328,9.0,10000,0,3,18444,0.9187798603454612,no
1806,24,24000,0.0,2000,1,2,15349,0.2311871459946827,no
1807,22,24432,0.0,2000,0,4,12934,0.17394329448599757,yes
1809,24,25000,6.0,2000,0,4,7480,0.1141552511415525,yes
1811,24,25200,8.0,2000,1,4,4766,0.0978760888714887,yes
1812,21,25500,6.0,2000,0,2,24189,1.5255530129672006,no
1813,22,29553,2.0,6000,0,4,5066,0.24502797402703475,no
1814,25,26000,7.0,2000,1,4,24041,1.0209290454313424,no
1815,21,29664,5.0,5000,1,4,20632,0.5535872453498671,no
1816,23,29666,1.0,3000,0,3,8296,0.14038371548900327,yes
1817,23,26496,1.0,2000,0,4,15875,0.18830618585820544,yes
1819,22,28800,3.0,2000,0,2,22360,0.3105590062111801,no
1820,26,30000,2.0,2000,0,2,28936,1.8796992481203008,no
1821,25,30000,0.0,2000,0,2,15251,0.13560241372296428,yes
1822,21,30000,5.0,2000,0,4,15124,0.13444474321054048,yes
1823,23,29952,1.0,4750,1,4,28682,3.7401574803149606,no
1824,24,30000,2.0,2000,0,3,25173,0.4143360265175057,no
1825,24,30000,5.0,2000,1,3,6300,0.08438818565400844,yes
1826,22,29996,3.0,5400,0,4,9770,0.26698309107089885,no
1827,23,82000,7.0,15000,1,2,20196,0.2427027376868811,no
1828,22,70550,6.0,15000,1,2,15968,0.27481587336484553,no
1829,25,95000,4.0,15000,0,2,11406,0.17943871569729886,yes
1830,23,95000,6.0,15000,0,4,23967,0.2111694564498191,no
1831,23,95000,7.0,15000,1,2,28954,0.22711443539351361,no
1832,25,30000,9.0,5000,0,3,5554,0.2045324388448008,no
1833,25,30000,4.0,6500,0,3,11142,0.344681302365044,no
1834,22,30000,3.0,8000,0,2,21975,0.9968847352024922,no
1835,23,83600,7.0,15000,0,2,21035,0.2397506593143131,no
1836,25,96000,2.0,15000,0,2,2576,0.16055831477992807,yes
1837,26,84000,7.0,15000,1,3,10583,0.20431235272484574,yes
1838,25,96000,5.0,15000,0,4,3116,0.16149175315447226,yes
1839,25,97440,9.0,15000,0,4,5995,0.16403302531576358,yes
1840,23,99000,7.0,15000,0,4,1310,0.15354693417954754,yes
1841,26,100000,5.0,15000,1,4,14159,0.1747416735592549,yes
1842,21,30000,0.0,7125,0,4,16300,0.5200729927007299,no
1843,24,100000,4.0,15000,0,2,6746,0.16085100907199693,yes
1844,26,100000,5.0,15000,0,2,24174,0.19782132777675204,yes
1845,24,88000,2.0,15000,0,4,2978,0.17642492531344828,yes
1846,25,30000,5.0,3600,0,4,4044,0.13869625520110956,yes
1847,26,100000,0.0,15000,1,2,10358,0.16733227728073893,yes
1848,24,100000,1.0,15000,0,2,18252,0.18349072760189852,yes
1849,24,100896,7.0,15000,0,2,19571,0.18444512757454656,yes
1850,24,102000,8.0,15000,0,4,19741,0.1823508673822925,yes
1851,23,30000,1.0,5000,0,2,6973,0.21713640508967733,no
1852,24,105000,8.0,15000,0,3,6037,0.15157179956145225,yes
1853,23,105504,5.0,15000,1,3,20924,0.1773468905178529,yes
1854,21,30000,0.0,2400,0,3,22165,0.3063178047223995,no
1855,25,108820,4.0,15000,0,3,29686,0.18955189931003108,yes
1856,24,109000,3.0,15000,0,3,2270,0.1405415534526375,yes
1857,23,110000,7.0,15000,0,2,5782,0.1439290717534399,yes
1858,24,98000,2.0,15000,0,2,6384,0.16372685993712888,yes
1859,22,111000,1.0,15000,0,3,4593,0.14096816938735235,yes
1860,24,118300,1.0,15000,0,4,27933,0.16598979716046788,yes
1861,25,120000,2.0,15000,0,2,21899,0.1529036401259926,yes
1862,24,120000,5.0,15000,0,3,6079,0.13167019250182144,yes
1863,23,121000,7.0,15000,0,2,28730,0.16256638127235287,yes
1864,24,122000,4.0,15000,0,3,21892,0.14983817477124706,yes
1865,25,125000,0.0,15000,0,3,25543,0.1508189468815669,yes
1866,23,30000,7.0,4600,0,3,11628,0.25038101458741563,no
1867,25,30000,2.0,8000,0,4,27369,3.040668947168377,no
1868,23,125000,7.0,15000,0,4,24112,0.14867972405043217,yes
1869,26,118000,1.0,15000,0,4,23306,0.1584049675797833,yes
1870,24,123000,8.0,15000,0,4,14431,0.13816098517993167,yes
1871,22,140000,4.0,15000,1,3,3129,0.10959224379159939,yes
1872,22,30000,3.0,10000,0,2,3760,0.38109756097560976,no
1873,23,30000,3.0,3800,0,2,2780,0.13960323291697282,yes
1874,21,30000,0.0,15000,0,4,3397,0.5638461827613427,no
1875,26,156000,2.0,15000,0,4,24699,0.11424132337148994,yes
1876,24,148000,0.0,15000,0,3,1702,0.1025304515441086,yes
1877,24,200004,5.0,15000,0,4,10971,0.07935122438939232,yes
1878,26,210000,4.0,15000,0,4,5671,0.07341101850447074,yes
1879,26,30000,10.0,6500,0,3,13857,0.4026513039707613,yes
1880,25,165000,3.0,14950,0,3,4344,0.09305597052086445,yes
1881,22,33996,1.0,14900,1,2,22550,1.3017648086667832,no
1882,24,55000,4.0,14900,0,3,1840,0.2802859292701279,no
1883,22,58900,2.0,14900,0,3,6689,0.2853804753787516,no
1884,21,30000,5.0,7600,0,4,5987,0.31649523174946903,no
1885,25,31500,8.0,14850,0,4,19986,1.289734236581553,no
1886,25,28800,6.0,14800,0,3,20158,1.7125665355241841,no
1887,23,30000,4.0,1000,0,3,19739,0.09745638826625086,yes
1888,23,30000,8.0,4375,0,2,10380,0.222986748216106,no
1889,23,30000,2.0,1400,0,4,11106,0.07409759712077908,yes
1890,25,30000,2.0,2000,0,2,23538,0.3095017022593624,no
1891,26,30000,9.0,2000,0,3,14579,0.12969327540367032,yes
1892,25,30000,4.0,2000,1,4,29202,2.506265664160401,no
1893,24,30000,0.0,2000,0,4,9015,0.09530617107457708,yes
1894,24,30972,1.0,2000,0,2,5445,0.07834841540329847,yes
1895,24,31200,3.0,2000,1,2,17863,0.14995876134063132,yes
1896,24,30000,8.0,17000,0,3,3465,0.640663274919917,no
1897,24,32000,2.0,2000,0,3,25734,0.31918289179699966,no
1898,23,32000,5.0,2000,0,3,23024,0.22281639928698752,no
1899,26,32000,5.0,2000,0,3,24931,0.2829254491441505,yes
1900,22,32000,2.0,2000,0,2,29216,0.7183908045977011,no
1901,24,32640,5.0,2000,0,2,14032,0.10748065348237318,yes
1902,23,30000,0.0,13000,0,2,18653,1.1456772715255132,no
1903,23,33000,1.0,2000,0,4,3355,0.06746500252993759,yes
1904,21,33000,0.0,2000,1,3,7648,0.07888923950773115,yes
1905,22,33000,1.0,2000,0,3,26617,0.31333228889237036,no
1906,24,40000,2.0,2000,0,4,2382,0.0531660375352225,yes
1907,24,40000,5.0,2000,0,4,14963,0.0798817749730399,yes
1908,21,40000,2.0,2000,0,3,21046,0.10551862403714256,yes
1909,22,50400,3.0,2000,0,4,28003,0.08929767379559762,yes
1910,25,50450,3.0,2000,0,3,25169,0.07911079466793244,yes
1911,24,53000,3.0,2000,0,2,4927,0.0416033948370187,yes
1912,24,53117,1.0,2000,0,2,8847,0.0451773209848656,yes
1913,23,55000,2.0,2000,0,3,11552,0.04603203829865586,yes
1914,25,30000,9.0,7000,0,3,6276,0.295059854999157,no
1915,24,56496,5.0,2000,0,3,9951,0.042969169620797075,yes
1916,25,57000,8.0,2000,0,2,24319,0.061197637771182034,yes
1917,26,57450,4.0,2000,1,2,8399,0.04077388840186744,yes
1918,25,58020,9.0,2000,0,4,9694,0.041385589537722964,yes
1920,22,60000,6.0,2000,0,2,15607,0.04505214786114928,yes
1921,22,54000,7.0,2000,1,4,4873,0.0407108107557962,yes
1922,21,30000,5.0,9000,0,4,17464,0.7179323548181238,no
1923,26,61000,1.0,2000,0,3,19353,0.04802266669868178,yes
1924,24,62000,4.0,2000,0,3,11393,0.039520224474875014,yes
1925,22,62000,4.0,2000,0,2,11748,0.03979941096871766,yes
1926,26,62400,3.0,2000,0,2,25402,0.05405697605275961,yes
1928,24,57996,8.0,2000,0,4,22417,0.0562129345962506,yes
1929,22,65000,3.0,2000,1,4,29022,0.0555895269331258,yes
1930,26,65000,3.0,2000,0,2,5753,0.03375698347595659,yes
1931,26,67000,6.0,2000,0,4,10224,0.03522615189516697,yes
1932,23,70000,4.0,2000,0,2,16653,0.03749039308677152,yes
1933,23,30000,2.0,1200,0,2,15945,0.08537886872998933,yes
1934,22,30000,2.0,6000,0,3,1731,0.21224663058473947,no
1935,26,70000,3.0,2000,1,2,1590,0.029235491887151,yes
